transaction_id,user_id,amount,transaction_date,currency,name,status,updated_at,Date_x,Date_y,Date,exchange_rate,amount_usd
TXN00216,160,3578.03,2025-03-08,EUR,Arjun,Active,2025-05-06,,,,,
TXN00217,133,2717.79,2025-05-16,EUR,Meera,Inactive,2025-01-20,2025-05-16,2025-05-16,2025-05-16,83.62,32.50167424061229
TXN00218,126,3520.23,2025-01-10,EUR,Nisha,Inactive,2025-04-28,2025-01-10,2025-01-10,2025-01-10,83.92,41.94744995233556
TXN00219,129,4278.64,2025-06-08,EUR,Pooja,Inactive,2025-01-28,,,,,
TXN00220,153,2249.24,2025-01-18,EUR,Arjun,Inactive,2025-04-06,,,,,
TXN00221,200,1554.45,2025-06-18,EUR,Karan,Inactive,2025-03-01,2025-06-18,2025-06-18,2025-06-18,84.08,18.487749762131305
TXN00222,103,1801.8,2025-03-22,EUR,Aakash,Inactive,2025-06-19,,,,,
TXN00223,198,2629.86,2025-04-14,EUR,Priya,Inactive,2025-06-02,2025-04-14,2025-04-14,2025-04-14,84.69,31.05278072972016
TXN00224,199,2777.59,2025-06-26,EUR,Aakash,Active,2025-04-17,2025-06-26,2025-06-26,2025-06-26,84.48,32.87866950757576
TXN00225,110,418.93,2025-06-05,EUR,Karan,Inactive,2025-03-22,2025-06-05,2025-06-05,2025-06-05,83.11,5.040668992900975
TXN00226,197,78.4,2025-05-03,EUR,Aakash,Active,2025-06-05,,,,,
TXN00227,147,3414.63,2025-03-06,EUR,Nisha,Active,2025-06-15,2025-03-06,2025-03-06,2025-03-06,83.22,41.03136265320836
TXN00228,167,242.35,2025-03-24,EUR,Pooja,Active,2025-01-08,2025-03-24,2025-03-24,2025-03-24,83.52,2.9017001915708813
TXN00229,153,3614.07,2025-03-26,EUR,Arjun,Inactive,2025-04-06,2025-03-26,2025-03-26,2025-03-26,83.51,43.27709256376482
TXN00230,193,2969.7,2025-04-17,EUR,Kriti,Active,2025-06-12,2025-04-17,2025-04-17,2025-04-17,83.05,35.75797712221553
TXN00231,143,4093.07,2025-02-01,EUR,Meera,Inactive,2025-05-22,,,,,
TXN00232,115,1846.49,2025-03-03,EUR,Kriti,Active,2025-02-20,2025-03-03,2025-03-03,2025-03-03,84.38,21.883029153827923
TXN00233,151,1224.01,2025-02-26,EUR,Kriti,Active,2025-02-09,2025-02-26,2025-02-26,2025-02-26,83.93,14.583700702966757
TXN00234,171,2699.94,2025-05-15,EUR,Pooja,Inactive,2025-03-06,2025-05-15,2025-05-15,2025-05-15,83.8,32.218854415274464
TXN00235,102,454.9,2025-06-30,EUR,Dev,Active,2025-01-02,2025-06-30,2025-06-30,2025-06-30,84.71,5.370086176366427
TXN00236,195,4764.41,2025-01-19,EUR,Karan,Active,2025-02-09,,,,,
TXN00237,185,308.71,2025-01-16,EUR,Rahul,Inactive,2025-02-04,2025-01-16,2025-01-16,2025-01-16,83.1,3.7149217809867627
TXN00238,146,4540.12,2025-02-04,EUR,Nisha,Inactive,2025-06-23,2025-02-04,2025-02-04,2025-02-04,84.55,53.69745712596097
TXN00239,177,1412.21,2025-02-22,EUR,Sneha,Inactive,2025-02-14,,,,,
TXN00240,163,4361.61,2025-06-02,EUR,Rahul,Active,2025-03-21,2025-06-02,2025-06-02,2025-06-02,83.58,52.1848528356066
TXN00241,110,445.52,2025-04-04,EUR,Karan,Inactive,2025-03-22,2025-04-04,2025-04-04,2025-04-04,83.52,5.334291187739463
TXN00242,167,447.0,2025-06-05,EUR,Pooja,Active,2025-01-08,2025-06-05,2025-06-05,2025-06-05,83.11,5.378414149921791
TXN00243,168,710.57,2025-03-31,EUR,Sneha,Inactive,2025-06-28,2025-03-31,2025-03-31,2025-03-31,84.07,8.452123230641133
TXN00244,133,1710.61,2025-05-26,EUR,Meera,Inactive,2025-01-20,2025-05-26,2025-05-26,2025-05-26,84.66,20.205646113867232
TXN00245,195,1807.88,2025-04-15,EUR,Karan,Active,2025-02-09,2025-04-15,2025-04-15,2025-04-15,83.01,21.779062763522468
TXN00246,196,3853.82,2025-02-11,EUR,Nisha,Inactive,2025-04-24,2025-02-11,2025-02-11,2025-02-11,83.53,46.13695678199449
TXN00247,200,1408.09,2025-02-02,EUR,Karan,Inactive,2025-03-01,,,,,
TXN00248,104,2941.51,2025-03-26,EUR,Priya,Active,2025-06-19,2025-03-26,2025-03-26,2025-03-26,83.51,35.22344629385702
TXN00249,164,3168.68,2025-03-13,EUR,Dev,Inactive,2025-03-03,2025-03-13,2025-03-13,2025-03-13,84.49,37.50360989466209
TXN00250,130,3293.13,2025-04-09,EUR,Aakash,Inactive,2025-06-17,2025-04-09,2025-04-09,2025-04-09,84.97,38.75638460633165
TXN00251,190,3414.22,2025-05-12,EUR,Karan,Inactive,2025-03-07,2025-05-12,2025-05-12,2025-05-12,84.6,40.35721040189125
TXN00252,151,308.94,2025-01-06,EUR,Kriti,Active,2025-02-09,2025-01-06,2025-01-06,2025-01-06,84.52,3.655229531471841
TXN00253,174,3478.15,2025-01-05,EUR,Pooja,Active,2025-04-20,,,,,
TXN00254,156,3581.76,2025-06-28,EUR,Meera,Active,2025-03-02,,,,,
TXN00255,192,3208.71,2025-06-24,EUR,Isha,Inactive,2025-06-03,2025-06-24,2025-06-24,2025-06-24,83.32,38.51068170907345
TXN00256,151,4637.02,2025-06-19,EUR,Kriti,Active,2025-02-09,2025-06-19,2025-06-19,2025-06-19,84.56,54.83703878902555
TXN00257,155,3273.03,2025-04-30,EUR,Karan,Active,2025-03-28,2025-04-30,2025-04-30,2025-04-30,83.91,39.00643546657133
TXN00258,122,1753.85,2025-05-02,EUR,Rahul,Active,2025-04-30,2025-05-02,2025-05-02,2025-05-02,83.21,21.07739454392501
TXN00259,198,3760.51,2025-04-01,EUR,Priya,Inactive,2025-06-02,2025-04-01,2025-04-01,2025-04-01,83.14,45.23105605003609
TXN00260,139,3589.49,2025-02-17,EUR,Ritika,Active,2025-03-30,2025-02-17,2025-02-17,2025-02-17,83.5,42.987904191616764
TXN00261,142,1552.02,2025-02-15,EUR,Amit,Inactive,2025-03-20,,,,,
TXN00262,192,4584.05,2025-03-04,EUR,Isha,Inactive,2025-06-03,2025-03-04,2025-03-04,2025-03-04,84.73,54.1018529446477
TXN00263,194,3178.55,2025-03-14,EUR,Aakash,Inactive,2025-02-24,2025-03-14,2025-03-14,2025-03-14,83.25,38.180780780780786
TXN00264,154,3788.5,2025-03-05,EUR,Rohan,Inactive,2025-04-09,2025-03-05,2025-03-05,2025-03-05,83.34,45.45836333093352
TXN00265,168,452.2,2025-05-27,EUR,Sneha,Inactive,2025-06-28,2025-05-27,2025-05-27,2025-05-27,83.58,5.410385259631491
TXN00266,156,4247.04,2025-03-31,EUR,Meera,Active,2025-03-02,2025-03-31,2025-03-31,2025-03-31,84.07,50.51790174854288
TXN00267,106,43.59,2025-06-27,EUR,Karan,Inactive,2025-03-11,2025-06-27,2025-06-27,2025-06-27,83.32,0.5231637061929909
TXN00268,167,3256.6,2025-04-01,EUR,Pooja,Active,2025-01-08,2025-04-01,2025-04-01,2025-04-01,83.14,39.17007457300938
TXN00269,145,1741.28,2025-05-25,EUR,Isha,Active,2025-03-04,,,,,
TXN00270,151,1472.92,2025-01-17,EUR,Kriti,Active,2025-02-09,2025-01-17,2025-01-17,2025-01-17,84.59,17.412460101666863
TXN00271,186,4876.58,2025-02-13,EUR,Pooja,Inactive,2025-06-26,2025-02-13,2025-02-13,2025-02-13,84.62,57.629165681871896
TXN00272,148,658.23,2025-05-18,EUR,Neha,Inactive,2025-02-15,,,,,
TXN00273,145,4795.69,2025-03-18,EUR,Isha,Active,2025-03-04,2025-03-18,2025-03-18,2025-03-18,84.12,57.010104612458385
TXN00274,134,4806.45,2025-06-20,EUR,Isha,Active,2025-03-11,2025-06-20,2025-06-20,2025-06-20,84.39,56.95520796302879
TXN00275,196,320.22,2025-05-14,EUR,Nisha,Inactive,2025-04-24,2025-05-14,2025-05-14,2025-05-14,84.52,3.78868906767629
TXN00276,140,4294.54,2025-02-12,EUR,Amit,Active,2025-04-18,2025-02-12,2025-02-12,2025-02-12,84.15,51.034343434343434
TXN00277,180,787.0,2025-05-13,EUR,Rahul,Active,2025-05-26,2025-05-13,2025-05-13,2025-05-13,84.5,9.31360946745562
TXN00278,164,4428.97,2025-04-11,EUR,Dev,Inactive,2025-03-03,2025-04-11,2025-04-11,2025-04-11,84.79,52.23457954947517
TXN00279,169,3632.56,2025-01-16,EUR,Neha,Active,2025-01-21,2025-01-16,2025-01-16,2025-01-16,83.1,43.71311672683514
TXN00280,148,4448.13,2025-03-26,EUR,Neha,Inactive,2025-02-15,2025-03-26,2025-03-26,2025-03-26,83.51,53.26463896539337
TXN00281,159,4014.6,2025-01-29,EUR,Arjun,Active,2025-04-03,2025-01-29,2025-01-29,2025-01-29,84.37,47.583264193433685
TXN00282,150,3446.27,2025-04-24,EUR,Anjali,Active,2025-04-28,2025-04-24,2025-04-24,2025-04-24,84.78,40.64956357631517
TXN00283,153,1344.72,2025-04-04,EUR,Arjun,Inactive,2025-04-06,2025-04-04,2025-04-04,2025-04-04,83.52,16.10057471264368
TXN00284,195,2481.51,2025-02-10,EUR,Karan,Active,2025-02-09,2025-02-10,2025-02-10,2025-02-10,84.2,29.47161520190024
TXN00285,187,438.31,2025-03-05,EUR,Ritika,Inactive,2025-05-31,2025-03-05,2025-03-05,2025-03-05,83.34,5.259299256059515
TXN00286,121,2327.26,2025-04-20,EUR,Manav,Active,2025-06-20,,,,,
TXN00287,196,1852.15,2025-01-11,EUR,Nisha,Inactive,2025-04-24,,,,,
TXN00288,188,207.44,2025-01-06,EUR,Amit,Active,2025-03-20,2025-01-06,2025-01-06,2025-01-06,84.52,2.4543303360151443
TXN00289,103,4126.94,2025-03-03,EUR,Aakash,Inactive,2025-06-19,2025-03-03,2025-03-03,2025-03-03,84.38,48.90898317136762
TXN00290,125,1421.83,2025-01-24,EUR,Ritika,Active,2025-03-08,2025-01-24,2025-01-24,2025-01-24,84.06,16.914465857720675
TXN00291,176,4032.3,2025-04-17,EUR,Karan,Active,2025-03-21,2025-04-17,2025-04-17,2025-04-17,83.05,48.5526791089705
TXN00292,184,3541.5,2025-03-19,EUR,Meera,Inactive,2025-06-02,2025-03-19,2025-03-19,2025-03-19,84.86,41.733443318406785
TXN00293,120,3156.15,2025-06-10,EUR,Amit,Inactive,2025-01-23,2025-06-10,2025-06-10,2025-06-10,84.34,37.421745316575766
TXN00294,114,3784.11,2025-05-17,EUR,Manav,Inactive,2025-04-28,,,,,
TXN00295,126,2037.76,2025-06-24,EUR,Nisha,Inactive,2025-04-28,2025-06-24,2025-06-24,2025-06-24,83.32,24.45703312530005
TXN00296,108,4909.39,2025-02-05,EUR,Isha,Inactive,2025-05-18,2025-02-05,2025-02-05,2025-02-05,83.88,58.5287315212208
TXN00297,180,763.8,2025-06-23,EUR,Rahul,Active,2025-05-26,2025-06-23,2025-06-23,2025-06-23,83.26,9.17367283209224
TXN00298,115,3345.85,2025-03-16,EUR,Kriti,Active,2025-02-20,,,,,
TXN00299,130,2441.58,2025-04-29,EUR,Aakash,Inactive,2025-06-17,2025-04-29,2025-04-29,2025-04-29,84.03,29.05605141021064
TXN00300,153,776.66,2025-04-12,EUR,Arjun,Inactive,2025-04-06,,,,,
TXN00301,158,1083.52,2025-02-21,EUR,Yash,Active,2025-03-07,2025-02-21,2025-02-21,2025-02-21,83.67,12.949922313852037
TXN00302,200,368.15,2025-06-12,EUR,Karan,Inactive,2025-03-01,2025-06-12,2025-06-12,2025-06-12,84.97,4.332705660821466
TXN00303,101,1889.37,2025-03-25,EUR,Vikas,Active,2025-05-13,2025-03-25,2025-03-25,2025-03-25,83.29,22.68423580261736
TXN00304,186,2105.77,2025-02-12,EUR,Pooja,Inactive,2025-06-26,2025-02-12,2025-02-12,2025-02-12,84.15,25.024004753416516
TXN00305,157,1143.58,2025-02-01,EUR,Arjun,Active,2025-05-21,,,,,
TXN00306,104,3200.03,2025-01-21,EUR,Priya,Active,2025-06-19,2025-01-21,2025-01-21,2025-01-21,84.12,38.04125059438897
TXN00307,172,1823.86,2025-06-08,EUR,Yash,Active,2025-06-05,,,,,
TXN00308,170,3688.91,2025-06-26,EUR,Neha,Active,2025-06-28,2025-06-26,2025-06-26,2025-06-26,84.48,43.666074810606055
TXN00309,156,3847.83,2025-06-25,EUR,Meera,Active,2025-03-02,2025-06-25,2025-06-25,2025-06-25,84.84,45.353960396039604
TXN00310,130,4740.71,2025-03-03,EUR,Aakash,Inactive,2025-06-17,2025-03-03,2025-03-03,2025-03-03,84.38,56.18286323773406
TXN00311,197,4300.15,2025-05-01,EUR,Aakash,Active,2025-06-05,2025-05-01,2025-05-01,2025-05-01,83.55,51.46798324356672
TXN00312,139,3809.63,2025-01-04,EUR,Ritika,Active,2025-03-30,,,,,
TXN00313,122,2113.25,2025-03-04,EUR,Rahul,Active,2025-04-30,2025-03-04,2025-03-04,2025-03-04,84.73,24.940989023958455
TXN00314,165,3024.34,2025-04-18,EUR,Karan,Inactive,2025-02-19,2025-04-18,2025-04-18,2025-04-18,83.41,36.25872197578229
TXN00315,152,2754.84,2025-02-24,EUR,Vikas,Inactive,2025-03-17,2025-02-24,2025-02-24,2025-02-24,84.62,32.55542424958639
TXN00316,191,1179.32,2025-06-07,EUR,Rohan,Inactive,2025-02-15,,,,,
TXN00317,187,4552.96,2025-03-18,EUR,Ritika,Inactive,2025-05-31,2025-03-18,2025-03-18,2025-03-18,84.12,54.1245839277223
TXN00318,151,141.65,2025-05-31,EUR,Kriti,Active,2025-02-09,,,,,
TXN00319,118,158.57,2025-03-19,EUR,Sneha,Active,2025-03-24,2025-03-19,2025-03-19,2025-03-19,84.86,1.8686071176054677
TXN00320,103,1529.14,2025-04-27,EUR,Aakash,Inactive,2025-06-19,,,,,
TXN00321,156,1044.26,2025-05-31,EUR,Meera,Active,2025-03-02,,,,,
TXN00322,103,2816.6,2025-05-26,EUR,Aakash,Inactive,2025-06-19,2025-05-26,2025-05-26,2025-05-26,84.66,33.26954878336877
TXN00323,155,4661.08,2025-02-16,EUR,Karan,Active,2025-03-28,,,,,
TXN00324,121,4571.41,2025-05-24,EUR,Manav,Active,2025-06-20,,,,,
TXN00325,185,4731.33,2025-02-08,EUR,Rahul,Inactive,2025-02-04,,,,,
TXN00326,174,3084.55,2025-05-29,EUR,Pooja,Active,2025-04-20,2025-05-29,2025-05-29,2025-05-29,83.21,37.069462804951335
TXN00327,122,1930.62,2025-02-11,EUR,Rahul,Active,2025-04-30,2025-02-11,2025-02-11,2025-02-11,83.53,23.112893571172034
TXN00328,154,3093.62,2025-02-26,EUR,Rohan,Inactive,2025-04-09,2025-02-26,2025-02-26,2025-02-26,83.93,36.85952579530561
TXN00329,143,2700.42,2025-05-15,EUR,Meera,Inactive,2025-05-22,2025-05-15,2025-05-15,2025-05-15,83.8,32.22458233890215
TXN00330,169,2838.09,2025-04-10,EUR,Neha,Active,2025-01-21,2025-04-10,2025-04-10,2025-04-10,84.34,33.650580981740575
TXN00331,121,3471.15,2025-05-04,EUR,Manav,Active,2025-06-20,,,,,
TXN00332,183,658.09,2025-03-14,EUR,Nisha,Active,2025-01-11,2025-03-14,2025-03-14,2025-03-14,83.25,7.904984984984986
TXN00333,147,4645.32,2025-05-09,EUR,Nisha,Active,2025-06-15,2025-05-09,2025-05-09,2025-05-09,83.73,55.47975635972769
TXN00334,110,4314.6,2025-05-04,EUR,Karan,Inactive,2025-03-22,,,,,
TXN00335,132,4561.49,2025-06-14,EUR,Amit,Inactive,2025-04-26,,,,,
TXN00336,172,2145.49,2025-06-30,EUR,Yash,Active,2025-06-05,2025-06-30,2025-06-30,2025-06-30,84.71,25.327470192421202
TXN00337,133,4254.12,2025-05-28,EUR,Meera,Inactive,2025-01-20,2025-05-28,2025-05-28,2025-05-28,83.23,51.11281989667187
TXN00338,159,4739.6,2025-01-17,EUR,Arjun,Active,2025-04-03,2025-01-17,2025-01-17,2025-01-17,84.59,56.03026362454191
TXN00339,192,3545.13,2025-06-15,EUR,Isha,Inactive,2025-06-03,,,,,
TXN00340,181,1734.06,2025-04-08,EUR,Rahul,Active,2025-05-21,2025-04-08,2025-04-08,2025-04-08,84.13,20.61167241174373
TXN00341,113,2082.13,2025-03-17,EUR,Meera,Active,2025-04-29,2025-03-17,2025-03-17,2025-03-17,83.25,25.01057057057057
TXN00342,150,2011.36,2025-03-31,EUR,Anjali,Active,2025-04-28,2025-03-31,2025-03-31,2025-03-31,84.07,23.92482455096943
TXN00343,106,3865.69,2025-06-22,EUR,Karan,Inactive,2025-03-11,,,,,
TXN00344,141,217.71,2025-05-09,EUR,Ritika,Active,2025-05-02,2025-05-09,2025-05-09,2025-05-09,83.73,2.6001433178072375
TXN00345,113,807.35,2025-02-28,EUR,Meera,Active,2025-04-29,2025-02-28,2025-02-28,2025-02-28,83.5,9.668862275449102
TXN00346,112,4369.78,2025-05-19,EUR,Rahul,Active,2025-03-25,2025-05-19,2025-05-19,2025-05-19,84.85,51.50005892751915
TXN00347,131,1816.23,2025-04-27,EUR,Vikas,Active,2025-02-02,,,,,
TXN00348,192,2305.36,2025-06-13,EUR,Isha,Inactive,2025-06-03,2025-06-13,2025-06-13,2025-06-13,84.55,27.266232998225906
TXN00349,117,4552.13,2025-06-18,EUR,Nisha,Inactive,2025-05-25,2025-06-18,2025-06-18,2025-06-18,84.08,54.14046146527117
TXN00350,119,3395.14,2025-02-01,EUR,Karan,Inactive,2025-01-05,,,,,
TXN00351,143,1465.35,2025-01-12,EUR,Meera,Inactive,2025-05-22,,,,,
TXN00352,148,4974.86,2025-04-24,EUR,Neha,Inactive,2025-02-15,2025-04-24,2025-04-24,2025-04-24,84.78,58.67964142486435
TXN00353,141,1731.75,2025-01-20,EUR,Ritika,Active,2025-05-02,2025-01-20,2025-01-20,2025-01-20,83.33,20.78183127325093
TXN00354,195,3689.06,2025-02-20,EUR,Karan,Active,2025-02-09,2025-02-20,2025-02-20,2025-02-20,84.33,43.74552353847978
TXN00355,108,3022.65,2025-05-29,EUR,Isha,Inactive,2025-05-18,2025-05-29,2025-05-29,2025-05-29,83.21,36.32556183151064
TXN00356,108,1655.95,2025-06-16,EUR,Isha,Inactive,2025-05-18,2025-06-16,2025-06-16,2025-06-16,83.79,19.763098221744837
TXN00357,200,2284.32,2025-05-23,EUR,Karan,Inactive,2025-03-01,2025-05-23,2025-05-23,2025-05-23,84.36,27.07823613086771
TXN00358,164,3737.82,2025-01-04,EUR,Dev,Inactive,2025-03-03,,,,,
TXN00359,151,1837.85,2025-06-11,EUR,Kriti,Active,2025-02-09,2025-06-11,2025-06-11,2025-06-11,84.15,21.84016636957813
TXN00360,189,3004.53,2025-04-27,EUR,Yash,Inactive,2025-04-10,,,,,
TXN00361,172,747.54,2025-05-30,EUR,Yash,Active,2025-06-05,2025-05-30,2025-05-30,2025-05-30,83.63,8.938658376180797
TXN00362,120,3676.0,2025-02-18,EUR,Amit,Inactive,2025-01-23,2025-02-18,2025-02-18,2025-02-18,84.77,43.364397782234285
TXN00363,154,3461.59,2025-02-20,EUR,Rohan,Inactive,2025-04-09,2025-02-20,2025-02-20,2025-02-20,84.33,41.04814419542274
TXN00364,134,4236.92,2025-04-02,EUR,Isha,Active,2025-03-11,2025-04-02,2025-04-02,2025-04-02,84.56,50.10548722800378
TXN00365,146,547.16,2025-04-27,EUR,Nisha,Inactive,2025-06-23,,,,,
TXN00366,141,4081.84,2025-01-01,EUR,Ritika,Active,2025-05-02,2025-01-01,2025-01-01,2025-01-01,83.68,48.7791586998088
TXN00367,145,70.48,2025-04-08,EUR,Isha,Active,2025-03-04,2025-04-08,2025-04-08,2025-04-08,84.13,0.8377510994888864
TXN00368,145,813.15,2025-05-19,EUR,Isha,Active,2025-03-04,2025-05-19,2025-05-19,2025-05-19,84.85,9.583382439599292
TXN00369,169,1609.78,2025-03-01,EUR,Neha,Active,2025-01-21,,,,,
TXN00370,126,4565.56,2025-02-17,EUR,Nisha,Inactive,2025-04-28,2025-02-17,2025-02-17,2025-02-17,83.5,54.677365269461085
TXN00371,151,1965.04,2025-02-01,EUR,Kriti,Active,2025-02-09,,,,,
TXN00372,178,2646.76,2025-05-29,EUR,Vikas,Active,2025-05-10,2025-05-29,2025-05-29,2025-05-29,83.21,31.80819613027281
TXN00373,194,4371.85,2025-06-20,EUR,Aakash,Inactive,2025-02-24,2025-06-20,2025-06-20,2025-06-20,84.39,51.80530868586326
TXN00374,105,2994.59,2025-01-04,EUR,Amit,Active,2025-05-05,,,,,
TXN00375,142,1784.41,2025-04-30,EUR,Amit,Inactive,2025-03-20,2025-04-30,2025-04-30,2025-04-30,83.91,21.26576093433441
TXN00376,109,1513.39,2025-05-27,EUR,Aakash,Active,2025-01-19,2025-05-27,2025-05-27,2025-05-27,83.58,18.107083034218714
TXN00377,111,1896.35,2025-06-20,EUR,Priya,Active,2025-06-12,2025-06-20,2025-06-20,2025-06-20,84.39,22.47126436781609
TXN00378,192,45.53,2025-05-21,EUR,Isha,Inactive,2025-06-03,2025-05-21,2025-05-21,2025-05-21,84.58,0.5383069283518562
TXN00379,200,28.15,2025-04-12,EUR,Karan,Inactive,2025-03-01,,,,,
TXN00380,196,2943.04,2025-04-02,EUR,Nisha,Inactive,2025-04-24,2025-04-02,2025-04-02,2025-04-02,84.56,34.804162724692524
TXN00381,192,4590.74,2025-03-10,EUR,Isha,Inactive,2025-06-03,2025-03-10,2025-03-10,2025-03-10,83.69,54.85410443302664
TXN00382,128,1042.19,2025-01-17,EUR,Vikas,Inactive,2025-01-11,2025-01-17,2025-01-17,2025-01-17,84.59,12.320487055207472
TXN00383,101,1266.6,2025-04-12,EUR,Vikas,Active,2025-05-13,,,,,
TXN00384,200,1027.25,2025-02-20,EUR,Karan,Inactive,2025-03-01,2025-02-20,2025-02-20,2025-02-20,84.33,12.181311514289103
TXN00385,143,1608.11,2025-04-11,EUR,Meera,Inactive,2025-05-22,2025-04-11,2025-04-11,2025-04-11,84.79,18.96579785352046
TXN00386,195,2447.47,2025-03-03,EUR,Karan,Active,2025-02-09,2025-03-03,2025-03-03,2025-03-03,84.38,29.00533301730268
TXN00387,155,264.12,2025-03-13,EUR,Karan,Active,2025-03-28,2025-03-13,2025-03-13,2025-03-13,84.49,3.1260504201680677
TXN00388,131,1946.85,2025-03-16,EUR,Vikas,Active,2025-02-02,,,,,
TXN00389,109,4290.41,2025-04-14,EUR,Aakash,Active,2025-01-19,2025-04-14,2025-04-14,2025-04-14,84.69,50.66017239343488
TXN00390,106,1165.66,2025-02-20,EUR,Karan,Inactive,2025-03-11,2025-02-20,2025-02-20,2025-02-20,84.33,13.822601683861024
TXN00391,101,715.16,2025-06-13,EUR,Vikas,Active,2025-05-13,2025-06-13,2025-06-13,2025-06-13,84.55,8.458426966292135
TXN00392,140,4356.71,2025-06-15,EUR,Amit,Active,2025-04-18,,,,,
TXN00393,184,1680.62,2025-01-12,EUR,Meera,Inactive,2025-06-02,,,,,
TXN00394,134,274.56,2025-04-09,EUR,Isha,Active,2025-03-11,2025-04-09,2025-04-09,2025-04-09,84.97,3.2312580910909734
TXN00395,155,948.18,2025-02-06,EUR,Karan,Active,2025-03-28,2025-02-06,2025-02-06,2025-02-06,84.62,11.205152446230205
TXN00396,112,4393.39,2025-02-03,EUR,Rahul,Active,2025-03-25,2025-02-03,2025-02-03,2025-02-03,83.93,52.34588347432384
TXN00397,172,3566.57,2025-04-13,EUR,Yash,Active,2025-06-05,,,,,
TXN00398,176,921.09,2025-06-29,EUR,Karan,Active,2025-03-21,,,,,
TXN00399,132,1899.98,2025-03-18,EUR,Amit,Inactive,2025-04-26,2025-03-18,2025-03-18,2025-03-18,84.12,22.58654303376129
TXN00400,127,4002.97,2025-04-09,EUR,Isha,Inactive,2025-04-05,2025-04-09,2025-04-09,2025-04-09,84.97,47.11039190302459
TXN00401,140,1288.41,2025-01-27,EUR,Amit,Active,2025-04-18,2025-01-27,2025-01-27,2025-01-27,84.07,15.325443083145
TXN00402,126,3511.2,2025-02-15,EUR,Nisha,Inactive,2025-04-28,,,,,
TXN00403,194,318.25,2025-04-13,EUR,Aakash,Inactive,2025-02-24,,,,,
TXN00404,127,4228.26,2025-03-28,EUR,Isha,Inactive,2025-04-05,2025-03-28,2025-03-28,2025-03-28,83.78,50.46860825972786
TXN00405,104,2828.62,2025-03-23,EUR,Priya,Active,2025-06-19,,,,,
TXN00406,193,783.17,2025-03-21,EUR,Kriti,Active,2025-06-12,2025-03-21,2025-03-21,2025-03-21,84.13,9.309045524783073
TXN00407,180,3974.18,2025-04-20,EUR,Rahul,Active,2025-05-26,,,,,
TXN00408,120,592.54,2025-05-20,EUR,Amit,Inactive,2025-01-23,2025-05-20,2025-05-20,2025-05-20,83.33,7.110764430577222
TXN00409,144,643.5,2025-05-27,EUR,Yash,Active,2025-03-26,2025-05-27,2025-05-27,2025-05-27,83.58,7.699210337401293
TXN00410,126,2731.35,2025-06-23,EUR,Nisha,Inactive,2025-04-28,2025-06-23,2025-06-23,2025-06-23,83.26,32.80506846024501
TXN00411,109,4479.81,2025-05-12,EUR,Aakash,Active,2025-01-19,2025-05-12,2025-05-12,2025-05-12,84.6,52.95283687943263
TXN00412,160,4076.05,2025-02-06,EUR,Arjun,Active,2025-05-06,2025-02-06,2025-02-06,2025-02-06,84.62,48.16887260694871
TXN00413,130,2478.6,2025-06-17,EUR,Aakash,Inactive,2025-06-17,2025-06-17,2025-06-17,2025-06-17,83.95,29.524717093508038
TXN00414,187,87.61,2025-05-22,EUR,Ritika,Inactive,2025-05-31,2025-05-22,2025-05-22,2025-05-22,83.64,1.0474653275944523
TXN00415,150,1865.86,2025-01-05,EUR,Anjali,Active,2025-04-28,,,,,
TXN00416,187,4511.81,2025-06-09,EUR,Ritika,Inactive,2025-05-31,2025-06-09,2025-06-09,2025-06-09,83.38,54.11141760614057
TXN00417,131,1950.36,2025-02-01,EUR,Vikas,Active,2025-02-02,,,,,
TXN00418,128,1015.87,2025-06-09,EUR,Vikas,Inactive,2025-01-11,2025-06-09,2025-06-09,2025-06-09,83.38,12.183617174382347
TXN00419,142,4247.29,2025-03-26,EUR,Amit,Inactive,2025-03-20,2025-03-26,2025-03-26,2025-03-26,83.51,50.859657526044785
TXN00420,103,4836.99,2025-02-18,EUR,Aakash,Inactive,2025-06-19,2025-02-18,2025-02-18,2025-02-18,84.77,57.06016279344107
TXN00421,193,3718.82,2025-03-06,EUR,Kriti,Active,2025-06-12,2025-03-06,2025-03-06,2025-03-06,83.22,44.68661379476088
TXN00422,127,2325.03,2025-02-14,EUR,Isha,Inactive,2025-04-05,2025-02-14,2025-02-14,2025-02-14,83.57,27.82134737345938
TXN00423,109,3753.11,2025-02-26,EUR,Aakash,Active,2025-01-19,2025-02-26,2025-02-26,2025-02-26,83.93,44.71714524008102
TXN00424,197,2728.0,2025-02-05,EUR,Aakash,Active,2025-06-05,2025-02-05,2025-02-05,2025-02-05,83.88,32.52265140677158
TXN00425,196,3168.61,2025-03-16,EUR,Nisha,Inactive,2025-04-24,,,,,
TXN00426,123,2241.36,2025-03-27,EUR,Manav,Active,2025-06-21,2025-03-27,2025-03-27,2025-03-27,84.95,26.384461447910535
TXN00427,175,554.97,2025-05-01,EUR,Isha,Inactive,2025-03-23,2025-05-01,2025-05-01,2025-05-01,83.55,6.642369838420108
TXN00428,129,4697.49,2025-05-18,EUR,Pooja,Inactive,2025-01-28,,,,,
TXN00429,157,2522.28,2025-05-25,EUR,Arjun,Active,2025-05-21,,,,,
TXN00430,150,3850.0,2025-03-15,EUR,Anjali,Active,2025-04-28,,,,,
